# engineering_entries.tsv — 工学・情報系専門用語 (M5選別出力 + batch2〜12追加)
# 出典: SudachiDict sudachidict-raw v1/20260723 (Apache-2.0): core_lex/small_lex/notcore_lex を
#   名詞/普通名詞に限定し工学モーフィム(回路/素子/軸受/〜反応/〜酸化/〜制御 等)で広域抽出 (batch11)
#   + NEologd mecab-user-dict-seed.20200910 (Apache-2.0): 名詞を工学モーフィムで広域抽出 (batch12)
#   + Mozc OSS dictionary (BSD-3-Clauseほか; 読みの裏付けのみ) + Wikidata P1814 (CC0)
#   + IPAシラバス用語集 (見出しのみ) + ユーザー指定読み (DynamoDBほか)
# 選別: supplemental抜き base converter (presire/AzooKeyKanaKanjiConverter hazkey 0ad0617,
#   同梱 azooKey_dictionary_storage), N_best=30, typoCorrectionMode=.disabled, learningType=.nothing,
#   specialCandidateProviders=[], zenzaiMode=.off, 補正なし単回変換。Evaluate準拠 exact-length フィルタ
#   (連結ruby==照会カタカナ) の上で正表層がN-bestのどこにも出ないものだけ収録(MISS)。出れば非収録(HIT)。
# 形式: reading(カタカナ)<TAB>surface<TAB>pos (pos: proper=1288固有名詞 / org=1292固有名詞組織 / general=1285一般名詞)
# lcid=rcid=選択CID, MID=一般501, score=-15.5 (DicdataStore.threshold -17 を下回らない)
# 制約: 全件カタカナのみ・全文字charID.chid収録・読み長<=20・(reading,surface)重複なし
# 除外記録 (2026-09-25): 全件見直しで工学・情報系の専門用語/名称に当たらない12件を除外
#   (レジャー施設・番組・映画等の娯楽9、人名2、記念日1)。FET の読み「フェット」を1件追加。870件 → 859件
メタセシスハンノウ	メタセシス反応	general
メタボリュウムゴウキン	メタボリュウム合金	general
メンオリモノ	棉織物	general
メンツケ	面付け	general
メールワインポンドルフバーレーカンゲン	メールワインポンドルフバーレー還元	general
モンテカルロキタンサク	モンテカルロ木探索	general
ヤギウダアンテナ	八木宇田アンテナ	general
ヤスキハガネ	安来鋼	general
ヤップクリンゲマンハンノウ	ヤップクリンゲマン反応	general
ヤマガタコウ	山型鋼	general
ヤマガタテッキン	ヤマガタ鉄筋	general
ヤマモトダイスケ	山本ダイスケ	general
ユウガタパラダイス	ゆうがたパラダイス	general
ユウキイーエルショウメイ	有機EL照明	general
ユウキケイダンネツザイ	有機系断熱材	general
ユウビンニンショウシ	郵便認証司	general
ユングナーデンチ	ユングナー電池	general
ヨウセツコウ	溶接工	general
ヨウドウピストンガタシンクウポンプ	揺動ピストン型真空ポンプ	general
ヨウモウダンネツサイ	羊毛断熱材	general
ヨシタケトソウ	吉武塗装	general
ライマーチーマンハンノウ	ライマーチーマン反応	general
ラネーゴウキン	ラネー合金	general
ランタクアルゴリズム	乱択アルゴリズム	general
リアクタントジュシ	リアクタント樹脂	general
リキショウハンドウタイ	力晶半導体	general
リジッドフレキシブルキバン	リジッドフレキシブル基板	general
リンセイドウ	リン青銅	general
ルジチカダイインカンゴウセイ	ルジチカ大員環合成	general
ルーウェリンハンノウ	ルーウェリン反応	general
レイテンシンドウ	零点振動	general
レイトウキカイセキニンシャ	冷凍機械責任者	general
レイトウクウキチョウワキキセコウギノウシ	冷凍空気調和機器施工技能士	general
レジェンドアンドバタフライ	レジェンド&バタフライ	general
レフォルマトスキーハンノウ	レフォルマトスキー反応	general
レンサイドウハンノウ	連鎖移動反応	general
レーザドップラシンドウケイ	レーザドップラ振動計	general
レーザーガイドセイ	レーザーガイド星	general
ロジスティックカイキ	ロジスティック回帰	general
ロビンソンカンカハンノウ	ロビンソン環化反応	general
ローゼムントゴウセイ	ローゼムント合成	general
ローゼンムントカンゲン	ローゼンムント還元	general
ワコウ	和鋼	general
ヴィジュネルアンゴウ	ヴィジュネル暗号	general
ヴィルゲロットハンノウ	ヴィルゲロット反応	general
アドバンテスト	Advantest	org
アルテラ	Altera	org
アンシス	Ansys	org
インフィニオン	Infineon	org
エスエムシー	SMC	org
エスエーピー	SAP	org
エーエムディー	AMD	org
オムロン	Omron	org
キミ	Kimi	org
キーエンス	Keyence	org
キーサイト	Keysight	org
ケイデンス	Cadence	org
ザイリンクス	Xilinx	org
シノプシス	Synopsys	org
スーゼ	SUSE	org
セールスフォース	Salesforce	org
ソニー	Sony	org
ティーエイチケイ	THK	org
ティーディーケー	TDK	org
テクトロニクス	Tektronix	org
ディープシーク	DeepSeek	org
トウシバ	Toshiba	org
ニデック	Nidec	org
ヒタチ	Hitachi	org
ビットバケット	Bitbucket	org
ファナック	FANUC	org
フジツウ	Fujitsu	org
モレックス	Molex	org
ヨコガワ	Yokogawa	org
ラティス	Lattice	org
ルネサス	Renesas	org
レッドハット	Red Hat	org
ローム	ROHM	org
ワイズ	Wiz	org
アイアールディーエー	IrDA	proper
アイエヌ	IN	proper
アイエーエム	IAM	proper
アイスクエアドシー	I2C	proper
アイツーシー	I2C	proper
アイティーユー	ITU	proper
アイディーエス	IDS	proper
アイディーエフ	IDF	proper
アイピーエス	IPS	proper
アイピーテーブルズ	iptables	proper
アイフ	AIFF	proper
アイリックス	IRIX	proper
アウロラ	Aurora	proper
アクティブディレクトリ	Active Directory	proper
アダア	ADDA	proper
アバロニア	Avalonia	proper
アパッチストラッツ	Apache Struts	proper
アプト	APT	proper
アプト	apt	proper
アルサ	ALSA	proper
アルバ	Aruba	proper
アルパイン	Alpine	proper
アルメール	AL-Mail	proper
アヴァロニア	Avalonia	proper
アーチリナックス	Arch Linux	proper
アーラン	Erlang	proper
アールエスエー	RSA	proper
アールエフピー	RFP	proper
アールオーエー	ROA	proper
アールゲンゴ	R言語	proper
イアース	IaaS	proper
インテリジェイ	IntelliJ	proper
インベンター	Inventor	proper
イーエフティー	EFT	proper
イーエーアイ	EAI	proper
イーエーピーティーエルエス	EAP-TLS	proper
イーグル	EAGLE	proper
イーディーアイ	EDI	proper
イーユーシー	EUC	proper
ウェイポイント	Waypoint	proper
ウェブイーディーアイ	Web-EDI	proper
ウェランド	Wayland	proper
エイダス	ADAS	proper
エイチイーエムエス	HEMS	proper
エイチティーティーピー	HTTP	proper
エイチビーエム	HBM	proper
エイチピーアイ	HPI	proper
エスアールアイ	SRI	proper
エスアールエイ	SRA	proper
エスアールエル	SRL	proper
エスエスオー	SSO	proper
エスエヌエムピー	SNMP	proper
エスエムティーピーオウス	SMTP-AUTH	proper
エスキューエル	SQL	proper
エスキューエルサーバー	SQL Server	proper
エスシーアイ	SCI	proper
エスシーシー	SCC	proper
エスジェーエフ	SJF	proper
エスティー	ST	proper
エスティーイーピー	STEP	proper
エスディーエヌ	SDN	proper
エスディーエル	SDL	proper
エスペラント	Esperanto	proper
エックスエイチティーエムエルベー	XHTML Basic	proper
エックスエフシーイー	Xfce	proper
エックスエムエルスキーマ	XML Schema	proper
エックスオルグ	Xorg	proper
エックスジーエー	XGA	proper
エックスビーアールエル	XBRL	proper
エックスレイ	X-Ray	proper
エッチシーピー	HCP	proper
エディネット	EDINET	proper
エヌディービー	NDB	proper
エヌピーブイ	NPV	proper
エビシディック	EBCDIC	proper
エフアイエス	FIS	proper
エフディーエム	FDM	proper
エムイーエムエス	MEMS	proper
エムエイチディーハツデン	MHD発電	proper
エムエスケイ	MSK	proper
エムエーアール	MAR	proper
エムエーシー	MAC	proper
エムディーエフ	MDF	proper
エラスティックサーチ	Elasticsearch	proper
エリキシル	Elixir	proper
エルエフピー	LFP	proper
エルエフピーデンチ	LFP電池	proper
エルガマルアンゴウ	ElGamal暗号	proper
エルジーワン	LGWAN	proper
エルゼットエイチ	LZH	proper
エルダップ	LDAP	proper
エルティスパイス	LTspice	proper
エルティーブイ	LTV	proper
エーケーエス	AKS	proper
エーティーエム	ATM	proper
エーピーティー	APT	proper
オアキャド	OrCAD	proper
オウオース	OAuth	proper
オーエスイー	OSE	proper
オーオース	OAuth	proper
オーオーディービー	OODB	proper
オーキャムル	OCaml	proper
オーツーオー	OtoO	proper
オーディーピー	ODP	proper
オートキャド	AutoCAD	proper
オービーエス	OBS	proper
オープンサーチ	OpenSearch	proper
オープンズーゼ	openSUSE	proper
オープンヴィピーエヌ	OpenVPN	proper
カウチデービー	CouchDB	proper
カサンドラ	Cassandra	proper
カフカ	Kafka	proper
カーリーリナックス	Kali Linux	proper
ガルーダ	Garuda	proper
キキャド	KiCad	proper
キネシス	Kinesis	proper
キャスビー	CASBEE	proper
キャティア	CATIA	proper
キャド	CAD	proper
キューアールブンカイ	qr分解	proper
キューエミュ	QEMU	proper
キューエーエム	QAM	proper
ギット	Git	proper
クバネティス	K8s	proper
クバネティス	Kubernetes	proper
クバネテス	K8s	proper
クバネテス	Kubernetes	proper
クブントゥ	Kubuntu	proper
クマダイフネンマグネシウムゴウキン	KUMADAI不燃Mg合金	proper
クマダイフネンマグネシウムゴウキン	KUMADAI不燃マグネシウム合金	proper
クラウドフロント	CloudFront	proper
クリプトレック	CRYPTREC	proper
クレオ	Creo	proper
クロージャー	Clojure	proper
ケイエム	KM	proper
ケイクピーエイチピー	CakePHP	proper
ケーエスコウ	ks鋼	proper
ケージーアイ	KGI	proper
コアブート	coreboot	proper
サイエンティフィックリナックス	Scientific Linux	proper
ザビックス	Zabbix	proper
ザムル	XAML	proper
シィンシィ	Sinsy	proper
シィーピィーエル	CPL	proper
シエラレオネレオン	SLL	proper
システムベリログ	SystemVerilog	proper
シスログ	syslog	proper
シナプス	Synapse	proper
シナモン	Cinnamon	proper
シリコンカンツウデンキョク	Si貫通電極	proper
シーアイエム	CIM	proper
シーアールエル	CRL	proper
シーエイチルート	chroot	proper
シーエスアイオー	CISO	proper
シーエーエムガタコウゴウセイ	CAM型光合成	proper
シーエーエル	CAL	proper
シーエーピー	CAP	proper
シーシーユーエス	CCUS	proper
シーディーエム	CDM	proper
シーパン	CPAN	proper
シービーエスショクバイ	cbs触媒	proper
シーピーエルデー	CPLD	proper
シーピーオー	CPO	proper
シーブイシー	CVC	proper
シーム	SIEM	proper
ジェイエスオーエヌスキーマ	JSON Schema	proper
ジェイダブリュキャド	Jw_cad	proper
ジェイペグ	JPEG	proper
ジェンツー	Gentoo	proper
ジェーエスエー	JSA	proper
ジェーペグ	JPEG	proper
ジグビー	ZigBee	proper
ジスコ	JISC	proper
ジッパー	ZYPPER	proper
ジッパー	zypper	proper
ジーディービー	GDB	proper
ジーピーケーアイ	GPKI	proper
スウィフト	Swift	proper
スナッパー	Snapper	proper
スノウフレイク	Snowflake	proper
スノーボール	Snowball	proper
スプリングフレームワーク	Spring Framework	proper
スラックウェア	Slackware	proper
ズブントゥ	Xubuntu	proper
セカンドライフ	Second Life	proper
センチネル	Sentinel	proper
ゼットアイピー	ZIP	proper
ゼットエフエス	ZFS	proper
ゼン	Xen	proper
ソリッドワークス	SolidWorks	proper
タイタン	Titan	proper
タウリ	Tauri	proper
ダイナミックリンクライブラリ	DLL	proper
ダイナモディービー	DynamoDB	proper
ダット	DAT	proper
ダブリューエーブイ	WAV	proper
ダブルエフエー	WFA	proper
ダブルディーエム	WDM	proper
ダース	DaaS	proper
ティシーオー	TCO	proper
ティーアイエフエフ	TIFF	proper
ティーアールアイピーエス	TRIPS	proper
ティーエルオー	TLO	proper
ティーオービー	TOB	proper
ティーキューシー	TQC	proper
ティーディーエム	TDM	proper
ティーディーエムエー	TDMA	proper
テンソルフロー	TensorFlow	proper
ディフェンダー	Defender	proper
ディーエヌエスセック	DNSSEC	proper
ディーエヌエフ	DNF	proper
ディーエムイーエスジー	dmesg	proper
ディーゼル	Diesel	proper
ディービーティー	dbt	proper
デビアン	Debian	proper
デブオプス	DevOps	proper
デヴィン	Devin	proper
ドカン	Dokan	proper
ドム	DOM	proper
ドラフトサイト	DraftSight	proper
ドリス	Doris	proper
ナンヤ	Nanya	proper
ニックス	Nix	proper
ニンジャ	Ninja	proper
ネオン	Neon	proper
ネットビーエスディー	NetBSD	proper
ハーバー	Harbor	proper
バスティオン	Bastion	proper
バターエフエス	Btrfs	proper
バーチャルボックス	VirtualBox	proper
パックマン	Pacman	proper
パピーリナックス	Puppy Linux	proper
パース	PaaS	proper
パート	PERT	proper
ビーアイエム	BIM	proper
ビーエスディー	BSD	proper
ビーエヌエフ	BNF	proper
ビーエーボック	BABOK	proper
ビージハンノウ	BZ反応	proper
ビージー	BG	proper
ピンボック	PMBOK	proper
ピーアイディーセイギョ	PID制御	proper
ピーエルエム	PLM	proper
ピーエーディー	PAD	proper
ピーケーアイ	PKI	proper
ピーシーアイディーエスエス	PCI DSS	proper
ピースパイス	PSpice	proper
ピーダビュリュエムセイギョ	PWM制御	proper
ピーダブリューエム	PWM	proper
ピーピーエー	PPA	proper
ピーピーピーオーイー	PPPoE	proper
ピープ	PEAP	proper
ファイアバード	Firebird	proper
フィオ	fio	proper
フェドラ	Fedora	proper
フォートラン	Fortran	proper
フリーキャド	FreeCAD	proper
ブイエッチディエル	VHDL	proper
ブイピーエヌ	VPN	proper
ブイピーシー	VPC	proper
ブリックスキャド	BricsCAD	proper
ブロードコム	Broadcom	proper
プラズマ	Plasma	proper
プリズマ	Prisma	proper
プロ	PRO	proper
ベイグラント	Vagrant	proper
ベリログ	Verilog	proper
ポジックス	POSIX	proper
ポストグレエスキューエル	PostgreSQL	proper
ポッドマン	Podman	proper
マイモ	MIMO	proper
マンジャロ	Manjaro	proper
マーベル	Marvell	proper
ミストラル	Mistral	proper
メソン	Meson	proper
メッセージパック	MessagePack	proper
メディアテック	MediaTek	proper
モニター	Monitor	proper
モンゴディービー	MongoDB	proper
ユーティーエム	UTM	proper
ラクテン	楽天グループ	proper
ラディウス	RADIUS	proper
ラビンアンゴウ	Rabin暗号	proper
ラムダ	Lambda	proper
ラムバス	Rambus	proper
ランチャー	Rancher	proper
リアルテック	Realtek	proper
リナックスミント	Linux Mint	proper
リブバート	libvirt	proper
リマ	Lima	proper
レイシス	RASIS	proper
レイド	RAID	proper
レディス	Redis	proper
レード	RAID	proper
ヴィム	Vim	proper
ヴイエムウェア	VMware	proper
ヴェイグラント	Vagrant	proper
ヴェリログ	Verilog	proper
